"cle_unique";"colonne";"valeur"
E19928_P1_292;type_du_fichier;INFO-SOC
E19928_P1_292;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13706-INFO-SOC-GLASSDOOR-E19928_P1.html
E19928_P1_292;taille_du_fichier;53
E4252_P1_293;date_heure_recuperation;2023-12-13
E4252_P1_293;nom_fichier;2023-12-13-10-13708-INFO-SOC-GLASSDOOR-E4252_P1.html
E4252_P1_293;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E4252_P1_293;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E4252_P1_293;source_du_fichier;GLASSDOOR
E4252_P1_293;type_du_fichier;INFO-SOC
E4252_P1_293;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13708-INFO-SOC-GLASSDOOR-E4252_P1.html
E4252_P1_293;taille_du_fichier;52
E1365869_P1_294;date_heure_recuperation;2023-12-13
E1365869_P1_294;nom_fichier;2023-12-13-10-13709-INFO-SOC-GLASSDOOR-E1365869_P1.html
E1365869_P1_294;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1365869_P1_294;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1365869_P1_294;source_du_fichier;GLASSDOOR
E1365869_P1_294;type_du_fichier;INFO-SOC
E1365869_P1_294;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13709-INFO-SOC-GLASSDOOR-E1365869_P1.html
E1365869_P1_294;taille_du_fichier;55
E476908_P1_295;date_heure_recuperation;2023-12-13
E476908_P1_295;nom_fichier;2023-12-13-10-13710-INFO-SOC-GLASSDOOR-E476908_P1.html
E476908_P1_295;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E476908_P1_295;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E476908_P1_295;source_du_fichier;GLASSDOOR
E476908_P1_295;type_du_fichier;INFO-SOC
E476908_P1_295;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13710-INFO-SOC-GLASSDOOR-E476908_P1.html
E476908_P1_295;taille_du_fichier;54
E3043501_P1_296;date_heure_recuperation;2023-12-13
E3043501_P1_296;nom_fichier;2023-12-13-10-13711-INFO-SOC-GLASSDOOR-E3043501_P1.html
E3043501_P1_296;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3043501_P1_296;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E3043501_P1_296;source_du_fichier;GLASSDOOR
E3043501_P1_296;type_du_fichier;INFO-SOC
E3043501_P1_296;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13711-INFO-SOC-GLASSDOOR-E3043501_P1.html
E3043501_P1_296;taille_du_fichier;55
E3041003_P1_297;date_heure_recuperation;2023-12-13
E3041003_P1_297;nom_fichier;2023-12-13-10-13712-INFO-SOC-GLASSDOOR-E3041003_P1.html
E3041003_P1_297;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3041003_P1_297;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E3041003_P1_297;source_du_fichier;GLASSDOOR
E3041003_P1_297;type_du_fichier;INFO-SOC
E3041003_P1_297;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13712-INFO-SOC-GLASSDOOR-E3041003_P1.html
E3041003_P1_297;taille_du_fichier;55
E3142186_P1_298;date_heure_recuperation;2023-12-13
E3142186_P1_298;nom_fichier;2023-12-13-10-13713-INFO-SOC-GLASSDOOR-E3142186_P1.html
E3142186_P1_298;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3142186_P1_298;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E3142186_P1_298;source_du_fichier;GLASSDOOR
E3142186_P1_298;type_du_fichier;INFO-SOC
E3142186_P1_298;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13713-INFO-SOC-GLASSDOOR-E3142186_P1.html
E3142186_P1_298;taille_du_fichier;55
E10777_P1_299;date_heure_recuperation;2023-12-13
E10777_P1_299;nom_fichier;2023-12-13-10-13714-INFO-SOC-GLASSDOOR-E10777_P1.html
E10777_P1_299;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E10777_P1_299;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E10777_P1_299;source_du_fichier;GLASSDOOR
E10777_P1_299;type_du_fichier;INFO-SOC
E10777_P1_299;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13714-INFO-SOC-GLASSDOOR-E10777_P1.html
E10777_P1_299;taille_du_fichier;53
E466295_P1_300;date_heure_recuperation;2023-12-13
E466295_P1_300;nom_fichier;2023-12-13-10-13716-INFO-SOC-GLASSDOOR-E466295_P1.html
E466295_P1_300;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E466295_P1_300;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E466295_P1_300;source_du_fichier;GLASSDOOR
E466295_P1_300;type_du_fichier;INFO-SOC
E466295_P1_300;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13716-INFO-SOC-GLASSDOOR-E466295_P1.html
E466295_P1_300;taille_du_fichier;54
E1187250_P1_301;date_heure_recuperation;2023-12-13
E1187250_P1_301;nom_fichier;2023-12-13-10-13717-INFO-SOC-GLASSDOOR-E1187250_P1.html
E1187250_P1_301;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1187250_P1_301;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1187250_P1_301;source_du_fichier;GLASSDOOR
E1187250_P1_301;type_du_fichier;INFO-SOC
E1187250_P1_301;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13717-INFO-SOC-GLASSDOOR-E1187250_P1.html
E1187250_P1_301;taille_du_fichier;55
E1881876_P1_302;date_heure_recuperation;2023-12-13
E1881876_P1_302;nom_fichier;2023-12-13-10-13718-INFO-SOC-GLASSDOOR-E1881876_P1.html
E1881876_P1_302;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1881876_P1_302;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1881876_P1_302;source_du_fichier;GLASSDOOR
E1881876_P1_302;type_du_fichier;INFO-SOC
E1881876_P1_302;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13718-INFO-SOC-GLASSDOOR-E1881876_P1.html
E1881876_P1_302;taille_du_fichier;55
E1256638_P1_303;date_heure_recuperation;2023-12-13
E1256638_P1_303;nom_fichier;2023-12-13-10-13722-INFO-SOC-GLASSDOOR-E1256638_P1.html
E1256638_P1_303;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1256638_P1_303;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1256638_P1_303;source_du_fichier;GLASSDOOR
E1256638_P1_303;type_du_fichier;INFO-SOC
E1256638_P1_303;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13722-INFO-SOC-GLASSDOOR-E1256638_P1.html
E1256638_P1_303;taille_du_fichier;55
E373493_P1_304;date_heure_recuperation;2023-12-13
E373493_P1_304;nom_fichier;2023-12-13-10-13723-INFO-SOC-GLASSDOOR-E373493_P1.html
E373493_P1_304;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E373493_P1_304;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E373493_P1_304;source_du_fichier;GLASSDOOR
E373493_P1_304;type_du_fichier;INFO-SOC
E373493_P1_304;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13723-INFO-SOC-GLASSDOOR-E373493_P1.html
E373493_P1_304;taille_du_fichier;54
E1126011_P1_305;date_heure_recuperation;2023-12-13
E1126011_P1_305;nom_fichier;2023-12-13-10-13724-INFO-SOC-GLASSDOOR-E1126011_P1.html
E1126011_P1_305;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1126011_P1_305;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1126011_P1_305;source_du_fichier;GLASSDOOR
E1126011_P1_305;type_du_fichier;INFO-SOC
E1126011_P1_305;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13724-INFO-SOC-GLASSDOOR-E1126011_P1.html
E1126011_P1_305;taille_du_fichier;55
E10842_P1_306;date_heure_recuperation;2023-12-13
E10842_P1_306;nom_fichier;2023-12-13-10-13725-INFO-SOC-GLASSDOOR-E10842_P1.html
E10842_P1_306;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E10842_P1_306;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E10842_P1_306;source_du_fichier;GLASSDOOR
E10842_P1_306;type_du_fichier;INFO-SOC
E10842_P1_306;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13725-INFO-SOC-GLASSDOOR-E10842_P1.html
E10842_P1_306;taille_du_fichier;53
E1261010_P1_307;date_heure_recuperation;2023-12-13
E1261010_P1_307;nom_fichier;2023-12-13-10-13727-INFO-SOC-GLASSDOOR-E1261010_P1.html
E1261010_P1_307;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1261010_P1_307;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1261010_P1_307;source_du_fichier;GLASSDOOR
E1261010_P1_307;type_du_fichier;INFO-SOC
E1261010_P1_307;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13727-INFO-SOC-GLASSDOOR-E1261010_P1.html
E1261010_P1_307;taille_du_fichier;55
E200717_P1_308;date_heure_recuperation;2023-12-13
E200717_P1_308;nom_fichier;2023-12-13-10-13728-INFO-SOC-GLASSDOOR-E200717_P1.html
E200717_P1_308;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E200717_P1_308;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E200717_P1_308;source_du_fichier;GLASSDOOR
E200717_P1_308;type_du_fichier;INFO-SOC
E200717_P1_308;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13728-INFO-SOC-GLASSDOOR-E200717_P1.html
E200717_P1_308;taille_du_fichier;54
E234791_P1_309;date_heure_recuperation;2023-12-13
E234791_P1_309;nom_fichier;2023-12-13-10-13729-INFO-SOC-GLASSDOOR-E234791_P1.html
E234791_P1_309;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E234791_P1_309;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E234791_P1_309;source_du_fichier;GLASSDOOR
E234791_P1_309;type_du_fichier;INFO-SOC
E234791_P1_309;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13729-INFO-SOC-GLASSDOOR-E234791_P1.html
E234791_P1_309;taille_du_fichier;54
E158808_P1_310;date_heure_recuperation;2023-12-13
E158808_P1_310;nom_fichier;2023-12-13-10-13732-INFO-SOC-GLASSDOOR-E158808_P1.html
E158808_P1_310;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E158808_P1_310;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E158808_P1_310;source_du_fichier;GLASSDOOR
E158808_P1_310;type_du_fichier;INFO-SOC
E158808_P1_310;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13732-INFO-SOC-GLASSDOOR-E158808_P1.html
E158808_P1_310;taille_du_fichier;54
E852040_P1_311;date_heure_recuperation;2023-12-13
E852040_P1_311;nom_fichier;2023-12-13-10-13733-INFO-SOC-GLASSDOOR-E852040_P1.html
E852040_P1_311;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E852040_P1_311;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E852040_P1_311;source_du_fichier;GLASSDOOR
E852040_P1_311;type_du_fichier;INFO-SOC
E852040_P1_311;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13733-INFO-SOC-GLASSDOOR-E852040_P1.html
E852040_P1_311;taille_du_fichier;54
E10358_P1_312;date_heure_recuperation;2023-12-13
E10358_P1_312;nom_fichier;2023-12-13-10-13734-INFO-SOC-GLASSDOOR-E10358_P1.html
E10358_P1_312;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E10358_P1_312;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E10358_P1_312;source_du_fichier;GLASSDOOR
E10358_P1_312;type_du_fichier;INFO-SOC
E10358_P1_312;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13734-INFO-SOC-GLASSDOOR-E10358_P1.html
E10358_P1_312;taille_du_fichier;53
E410527_P1_313;date_heure_recuperation;2023-12-13
E410527_P1_313;nom_fichier;2023-12-13-10-13736-INFO-SOC-GLASSDOOR-E410527_P1.html
E410527_P1_313;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E410527_P1_313;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E410527_P1_313;source_du_fichier;GLASSDOOR
E410527_P1_313;type_du_fichier;INFO-SOC
E410527_P1_313;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13736-INFO-SOC-GLASSDOOR-E410527_P1.html
E410527_P1_313;taille_du_fichier;54
E2947949_P1_314;date_heure_recuperation;2023-12-13
E2947949_P1_314;nom_fichier;2023-12-13-10-13737-INFO-SOC-GLASSDOOR-E2947949_P1.html
E2947949_P1_314;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E2947949_P1_314;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E2947949_P1_314;source_du_fichier;GLASSDOOR
E2947949_P1_314;type_du_fichier;INFO-SOC
E2947949_P1_314;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13737-INFO-SOC-GLASSDOOR-E2947949_P1.html
E2947949_P1_314;taille_du_fichier;55
E1132227_P1_315;date_heure_recuperation;2023-12-13
E1132227_P1_315;nom_fichier;2023-12-13-10-13741-INFO-SOC-GLASSDOOR-E1132227_P1.html
E1132227_P1_315;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1132227_P1_315;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1132227_P1_315;source_du_fichier;GLASSDOOR
E1132227_P1_315;type_du_fichier;INFO-SOC
E1132227_P1_315;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13741-INFO-SOC-GLASSDOOR-E1132227_P1.html
E1132227_P1_315;taille_du_fichier;55
E3803_P1_316;date_heure_recuperation;2023-12-13
E3803_P1_316;nom_fichier;2023-12-13-10-13745-INFO-SOC-GLASSDOOR-E3803_P1.html
E3803_P1_316;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3803_P1_316;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E3803_P1_316;source_du_fichier;GLASSDOOR
E3803_P1_316;type_du_fichier;INFO-SOC
E3803_P1_316;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13745-INFO-SOC-GLASSDOOR-E3803_P1.html
E3803_P1_316;taille_du_fichier;52
E589990_P1_317;date_heure_recuperation;2023-12-13
E589990_P1_317;nom_fichier;2023-12-13-10-13746-INFO-SOC-GLASSDOOR-E589990_P1.html
E589990_P1_317;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E589990_P1_317;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E589990_P1_317;source_du_fichier;GLASSDOOR
E589990_P1_317;type_du_fichier;INFO-SOC
E589990_P1_317;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13746-INFO-SOC-GLASSDOOR-E589990_P1.html
E589990_P1_317;taille_du_fichier;54
E13339_P1_318;date_heure_recuperation;2023-12-13
E13339_P1_318;nom_fichier;2023-12-13-10-13753-INFO-SOC-GLASSDOOR-E13339_P1.html
E13339_P1_318;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E13339_P1_318;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E13339_P1_318;source_du_fichier;GLASSDOOR
E13339_P1_318;type_du_fichier;INFO-SOC
E13339_P1_318;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13753-INFO-SOC-GLASSDOOR-E13339_P1.html
E13339_P1_318;taille_du_fichier;53
E1762947_P1_319;date_heure_recuperation;2023-12-13
E1762947_P1_319;nom_fichier;2023-12-13-10-13755-INFO-SOC-GLASSDOOR-E1762947_P1.html
E1762947_P1_319;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1762947_P1_319;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1762947_P1_319;source_du_fichier;GLASSDOOR
E1762947_P1_319;type_du_fichier;INFO-SOC
E1762947_P1_319;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13755-INFO-SOC-GLASSDOOR-E1762947_P1.html
E1762947_P1_319;taille_du_fichier;55
E5694_P1_320;date_heure_recuperation;2023-12-13
E5694_P1_320;nom_fichier;2023-12-13-10-13758-INFO-SOC-GLASSDOOR-E5694_P1.html
E5694_P1_320;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E5694_P1_320;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E5694_P1_320;source_du_fichier;GLASSDOOR
E5694_P1_320;type_du_fichier;INFO-SOC
E5694_P1_320;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13758-INFO-SOC-GLASSDOOR-E5694_P1.html
E5694_P1_320;taille_du_fichier;52
E1194086_P1_321;date_heure_recuperation;2023-12-13
E1194086_P1_321;nom_fichier;2023-12-13-10-13760-INFO-SOC-GLASSDOOR-E1194086_P1.html
E1194086_P1_321;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1194086_P1_321;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1194086_P1_321;source_du_fichier;GLASSDOOR
E1194086_P1_321;type_du_fichier;INFO-SOC
E1194086_P1_321;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13760-INFO-SOC-GLASSDOOR-E1194086_P1.html
E1194086_P1_321;taille_du_fichier;55
E1366034_P1_322;date_heure_recuperation;2023-12-13
E1366034_P1_322;nom_fichier;2023-12-13-10-13761-INFO-SOC-GLASSDOOR-E1366034_P1.html
E1366034_P1_322;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1366034_P1_322;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1366034_P1_322;source_du_fichier;GLASSDOOR
E1366034_P1_322;type_du_fichier;INFO-SOC
E1366034_P1_322;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13761-INFO-SOC-GLASSDOOR-E1366034_P1.html
E1366034_P1_322;taille_du_fichier;55
E253138_P1_323;date_heure_recuperation;2023-12-13
E253138_P1_323;nom_fichier;2023-12-13-10-13762-INFO-SOC-GLASSDOOR-E253138_P1.html
E253138_P1_323;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E253138_P1_323;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E253138_P1_323;source_du_fichier;GLASSDOOR
E253138_P1_323;type_du_fichier;INFO-SOC
E253138_P1_323;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13762-INFO-SOC-GLASSDOOR-E253138_P1.html
E253138_P1_323;taille_du_fichier;54
E1164584_P1_324;date_heure_recuperation;2023-12-13
E1164584_P1_324;nom_fichier;2023-12-13-10-13764-INFO-SOC-GLASSDOOR-E1164584_P1.html
E1164584_P1_324;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1164584_P1_324;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1164584_P1_324;source_du_fichier;GLASSDOOR
E1164584_P1_324;type_du_fichier;INFO-SOC
E1164584_P1_324;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13764-INFO-SOC-GLASSDOOR-E1164584_P1.html
E1164584_P1_324;taille_du_fichier;55
E1387356_P1_325;date_heure_recuperation;2023-12-13
E1387356_P1_325;nom_fichier;2023-12-13-10-13767-INFO-SOC-GLASSDOOR-E1387356_P1.html
E1387356_P1_325;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1387356_P1_325;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1387356_P1_325;source_du_fichier;GLASSDOOR
E1387356_P1_325;type_du_fichier;INFO-SOC
E1387356_P1_325;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13767-INFO-SOC-GLASSDOOR-E1387356_P1.html
E1387356_P1_325;taille_du_fichier;55
E658429_P1_326;date_heure_recuperation;2023-12-13
E658429_P1_326;nom_fichier;2023-12-13-10-13769-INFO-SOC-GLASSDOOR-E658429_P1.html
E658429_P1_326;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E658429_P1_326;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E658429_P1_326;source_du_fichier;GLASSDOOR
E658429_P1_326;type_du_fichier;INFO-SOC
E658429_P1_326;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13769-INFO-SOC-GLASSDOOR-E658429_P1.html
E658429_P1_326;taille_du_fichier;54
E1013306_P1_327;date_heure_recuperation;2023-12-13
E1013306_P1_327;nom_fichier;2023-12-13-10-13770-INFO-SOC-GLASSDOOR-E1013306_P1.html
E1013306_P1_327;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1013306_P1_327;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1013306_P1_327;source_du_fichier;GLASSDOOR
E1013306_P1_327;type_du_fichier;INFO-SOC
E1013306_P1_327;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13770-INFO-SOC-GLASSDOOR-E1013306_P1.html
E1013306_P1_327;taille_du_fichier;55
E1125581_P1_328;date_heure_recuperation;2023-12-13
E1125581_P1_328;nom_fichier;2023-12-13-10-13771-INFO-SOC-GLASSDOOR-E1125581_P1.html
E1125581_P1_328;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1125581_P1_328;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E1125581_P1_328;source_du_fichier;GLASSDOOR
E1125581_P1_328;type_du_fichier;INFO-SOC
E1125581_P1_328;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13771-INFO-SOC-GLASSDOOR-E1125581_P1.html
E1125581_P1_328;taille_du_fichier;55
E3974_P1_329;date_heure_recuperation;2023-12-13
E3974_P1_329;nom_fichier;2023-12-13-10-13772-INFO-SOC-GLASSDOOR-E3974_P1.html
E3974_P1_329;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3974_P1_329;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\SOC
E3974_P1_329;source_du_fichier;GLASSDOOR
E3974_P1_329;type_du_fichier;INFO-SOC
E3974_P1_329;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/SOC/2023-12-13-10-13772-INFO-SOC-GLASSDOOR-E3974_P1.html
E3974_P1_329;taille_du_fichier;52
E116383_P1_330;date_heure_recuperation;2023-12-13
E116383_P1_330;nom_fichier;2023-12-13-10-13777-INFO-SOC-GLASSDOOR-E116383_P1.html
E116383_P1_330;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
