"cle_unique";"colonne";"valeur"
E1194086_P1_171;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13760-AVIS-SOC-GLASSDOOR-E1194086_P1.html
E1194086_P1_171;taille_du_fichier;55
E1366034_P1_172;date_heure_recuperation;2023-12-13
E1366034_P1_172;nom_fichier;2023-12-13-10-13761-AVIS-SOC-GLASSDOOR-E1366034_P1.html
E1366034_P1_172;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1366034_P1_172;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1366034_P1_172;source_du_fichier;GLASSDOOR
E1366034_P1_172;type_du_fichier;AVIS-SOC
E1366034_P1_172;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13761-AVIS-SOC-GLASSDOOR-E1366034_P1.html
E1366034_P1_172;taille_du_fichier;55
E1366034_P2_173;date_heure_recuperation;2023-12-13
E1366034_P2_173;nom_fichier;2023-12-13-10-13761-AVIS-SOC-GLASSDOOR-E1366034_P2.html
E1366034_P2_173;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1366034_P2_173;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1366034_P2_173;source_du_fichier;GLASSDOOR
E1366034_P2_173;type_du_fichier;AVIS-SOC
E1366034_P2_173;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13761-AVIS-SOC-GLASSDOOR-E1366034_P2.html
E1366034_P2_173;taille_du_fichier;55
E253138_P1_174;date_heure_recuperation;2023-12-13
E253138_P1_174;nom_fichier;2023-12-13-10-13762-AVIS-SOC-GLASSDOOR-E253138_P1.html
E253138_P1_174;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E253138_P1_174;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E253138_P1_174;source_du_fichier;GLASSDOOR
E253138_P1_174;type_du_fichier;AVIS-SOC
E253138_P1_174;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13762-AVIS-SOC-GLASSDOOR-E253138_P1.html
E253138_P1_174;taille_du_fichier;54
E1164584_P1_175;date_heure_recuperation;2023-12-13
E1164584_P1_175;nom_fichier;2023-12-13-10-13764-AVIS-SOC-GLASSDOOR-E1164584_P1.html
E1164584_P1_175;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1164584_P1_175;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1164584_P1_175;source_du_fichier;GLASSDOOR
E1164584_P1_175;type_du_fichier;AVIS-SOC
E1164584_P1_175;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13764-AVIS-SOC-GLASSDOOR-E1164584_P1.html
E1164584_P1_175;taille_du_fichier;55
E1387356_P1_176;date_heure_recuperation;2023-12-13
E1387356_P1_176;nom_fichier;2023-12-13-10-13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html
E1387356_P1_176;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1387356_P1_176;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1387356_P1_176;source_du_fichier;GLASSDOOR
E1387356_P1_176;type_du_fichier;AVIS-SOC
E1387356_P1_176;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html
E1387356_P1_176;taille_du_fichier;55
E658429_P1_177;date_heure_recuperation;2023-12-13
E658429_P1_177;nom_fichier;2023-12-13-10-13769-AVIS-SOC-GLASSDOOR-E658429_P1.html
E658429_P1_177;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E658429_P1_177;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E658429_P1_177;source_du_fichier;GLASSDOOR
E658429_P1_177;type_du_fichier;AVIS-SOC
E658429_P1_177;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13769-AVIS-SOC-GLASSDOOR-E658429_P1.html
E658429_P1_177;taille_du_fichier;54
E1013306_P1_178;date_heure_recuperation;2023-12-13
E1013306_P1_178;nom_fichier;2023-12-13-10-13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html
E1013306_P1_178;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1013306_P1_178;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1013306_P1_178;source_du_fichier;GLASSDOOR
E1013306_P1_178;type_du_fichier;AVIS-SOC
E1013306_P1_178;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html
E1013306_P1_178;taille_du_fichier;55
E1125581_P1_179;date_heure_recuperation;2023-12-13
E1125581_P1_179;nom_fichier;2023-12-13-10-13771-AVIS-SOC-GLASSDOOR-E1125581_P1.html
E1125581_P1_179;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1125581_P1_179;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1125581_P1_179;source_du_fichier;GLASSDOOR
E1125581_P1_179;type_du_fichier;AVIS-SOC
E1125581_P1_179;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13771-AVIS-SOC-GLASSDOOR-E1125581_P1.html
E1125581_P1_179;taille_du_fichier;55
E3974_P1_180;date_heure_recuperation;2023-12-13
E3974_P1_180;nom_fichier;2023-12-13-10-13772-AVIS-SOC-GLASSDOOR-E3974_P1.html
E3974_P1_180;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3974_P1_180;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E3974_P1_180;source_du_fichier;GLASSDOOR
E3974_P1_180;type_du_fichier;AVIS-SOC
E3974_P1_180;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13772-AVIS-SOC-GLASSDOOR-E3974_P1.html
E3974_P1_180;taille_du_fichier;52
E116383_P1_181;date_heure_recuperation;2023-12-13
E116383_P1_181;nom_fichier;2023-12-13-10-13777-AVIS-SOC-GLASSDOOR-E116383_P1.html
E116383_P1_181;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E116383_P1_181;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E116383_P1_181;source_du_fichier;GLASSDOOR
E116383_P1_181;type_du_fichier;AVIS-SOC
E116383_P1_181;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13777-AVIS-SOC-GLASSDOOR-E116383_P1.html
E116383_P1_181;taille_du_fichier;54
E116383_P2_182;date_heure_recuperation;2023-12-13
E116383_P2_182;nom_fichier;2023-12-13-10-13777-AVIS-SOC-GLASSDOOR-E116383_P2.html
E116383_P2_182;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E116383_P2_182;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E116383_P2_182;source_du_fichier;GLASSDOOR
E116383_P2_182;type_du_fichier;AVIS-SOC
E116383_P2_182;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13777-AVIS-SOC-GLASSDOOR-E116383_P2.html
E116383_P2_182;taille_du_fichier;54
E9028_P1_183;date_heure_recuperation;2023-12-13
E9028_P1_183;nom_fichier;2023-12-13-10-13778-AVIS-SOC-GLASSDOOR-E9028_P1.html
E9028_P1_183;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E9028_P1_183;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E9028_P1_183;source_du_fichier;GLASSDOOR
E9028_P1_183;type_du_fichier;AVIS-SOC
E9028_P1_183;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13778-AVIS-SOC-GLASSDOOR-E9028_P1.html
E9028_P1_183;taille_du_fichier;52
E9028_P2_184;date_heure_recuperation;2023-12-13
E9028_P2_184;nom_fichier;2023-12-13-10-13778-AVIS-SOC-GLASSDOOR-E9028_P2.html
E9028_P2_184;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E9028_P2_184;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E9028_P2_184;source_du_fichier;GLASSDOOR
E9028_P2_184;type_du_fichier;AVIS-SOC
E9028_P2_184;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13778-AVIS-SOC-GLASSDOOR-E9028_P2.html
E9028_P2_184;taille_du_fichier;52
E33451_P1_185;date_heure_recuperation;2023-12-13
E33451_P1_185;nom_fichier;2023-12-13-10-13779-AVIS-SOC-GLASSDOOR-E33451_P1.html
E33451_P1_185;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E33451_P1_185;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E33451_P1_185;source_du_fichier;GLASSDOOR
E33451_P1_185;type_du_fichier;AVIS-SOC
E33451_P1_185;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13779-AVIS-SOC-GLASSDOOR-E33451_P1.html
E33451_P1_185;taille_du_fichier;53
E35333_P1_186;date_heure_recuperation;2023-12-13
E35333_P1_186;nom_fichier;2023-12-13-10-13780-AVIS-SOC-GLASSDOOR-E35333_P1.html
E35333_P1_186;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E35333_P1_186;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E35333_P1_186;source_du_fichier;GLASSDOOR
E35333_P1_186;type_du_fichier;AVIS-SOC
E35333_P1_186;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13780-AVIS-SOC-GLASSDOOR-E35333_P1.html
E35333_P1_186;taille_du_fichier;53
E231247_P1_187;date_heure_recuperation;2023-12-13
E231247_P1_187;nom_fichier;2023-12-13-10-13783-AVIS-SOC-GLASSDOOR-E231247_P1.html
E231247_P1_187;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E231247_P1_187;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E231247_P1_187;source_du_fichier;GLASSDOOR
E231247_P1_187;type_du_fichier;AVIS-SOC
E231247_P1_187;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13783-AVIS-SOC-GLASSDOOR-E231247_P1.html
E231247_P1_187;taille_du_fichier;54
E35333_P1_188;date_heure_recuperation;2023-12-13
E35333_P1_188;nom_fichier;2023-12-13-10-13787-AVIS-SOC-GLASSDOOR-E35333_P1.html
E35333_P1_188;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E35333_P1_188;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E35333_P1_188;source_du_fichier;GLASSDOOR
E35333_P1_188;type_du_fichier;AVIS-SOC
E35333_P1_188;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13787-AVIS-SOC-GLASSDOOR-E35333_P1.html
E35333_P1_188;taille_du_fichier;53
E9028_P1_189;date_heure_recuperation;2023-12-13
E9028_P1_189;nom_fichier;2023-12-13-10-13790-AVIS-SOC-GLASSDOOR-E9028_P1.html
E9028_P1_189;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E9028_P1_189;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E9028_P1_189;source_du_fichier;GLASSDOOR
E9028_P1_189;type_du_fichier;AVIS-SOC
E9028_P1_189;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13790-AVIS-SOC-GLASSDOOR-E9028_P1.html
E9028_P1_189;taille_du_fichier;52
E9028_P2_190;date_heure_recuperation;2023-12-13
E9028_P2_190;nom_fichier;2023-12-13-10-13790-AVIS-SOC-GLASSDOOR-E9028_P2.html
E9028_P2_190;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E9028_P2_190;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E9028_P2_190;source_du_fichier;GLASSDOOR
E9028_P2_190;type_du_fichier;AVIS-SOC
E9028_P2_190;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13790-AVIS-SOC-GLASSDOOR-E9028_P2.html
E9028_P2_190;taille_du_fichier;52
E116383_P1_191;date_heure_recuperation;2023-12-13
E116383_P1_191;nom_fichier;2023-12-13-10-13791-AVIS-SOC-GLASSDOOR-E116383_P1.html
E116383_P1_191;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E116383_P1_191;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E116383_P1_191;source_du_fichier;GLASSDOOR
E116383_P1_191;type_du_fichier;AVIS-SOC
E116383_P1_191;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13791-AVIS-SOC-GLASSDOOR-E116383_P1.html
E116383_P1_191;taille_du_fichier;54
E116383_P2_192;date_heure_recuperation;2023-12-13
E116383_P2_192;nom_fichier;2023-12-13-10-13791-AVIS-SOC-GLASSDOOR-E116383_P2.html
E116383_P2_192;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E116383_P2_192;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E116383_P2_192;source_du_fichier;GLASSDOOR
E116383_P2_192;type_du_fichier;AVIS-SOC
E116383_P2_192;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13791-AVIS-SOC-GLASSDOOR-E116383_P2.html
E116383_P2_192;taille_du_fichier;54
E33451_P1_193;date_heure_recuperation;2023-12-13
E33451_P1_193;nom_fichier;2023-12-13-10-13792-AVIS-SOC-GLASSDOOR-E33451_P1.html
E33451_P1_193;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E33451_P1_193;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E33451_P1_193;source_du_fichier;GLASSDOOR
E33451_P1_193;type_du_fichier;AVIS-SOC
E33451_P1_193;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13792-AVIS-SOC-GLASSDOOR-E33451_P1.html
E33451_P1_193;taille_du_fichier;53
E231247_P1_194;date_heure_recuperation;2023-12-13
E231247_P1_194;nom_fichier;2023-12-13-10-13795-AVIS-SOC-GLASSDOOR-E231247_P1.html
E231247_P1_194;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E231247_P1_194;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E231247_P1_194;source_du_fichier;GLASSDOOR
E231247_P1_194;type_du_fichier;AVIS-SOC
E231247_P1_194;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13795-AVIS-SOC-GLASSDOOR-E231247_P1.html
E231247_P1_194;taille_du_fichier;54
E3054_P1_195;date_heure_recuperation;2023-12-13
E3054_P1_195;nom_fichier;2023-12-13-10-13796-AVIS-SOC-GLASSDOOR-E3054_P1.html
E3054_P1_195;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3054_P1_195;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E3054_P1_195;source_du_fichier;GLASSDOOR
E3054_P1_195;type_du_fichier;AVIS-SOC
E3054_P1_195;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13796-AVIS-SOC-GLASSDOOR-E3054_P1.html
E3054_P1_195;taille_du_fichier;52
E3054_P2_196;date_heure_recuperation;2023-12-13
E3054_P2_196;nom_fichier;2023-12-13-10-13796-AVIS-SOC-GLASSDOOR-E3054_P2.html
E3054_P2_196;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3054_P2_196;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E3054_P2_196;source_du_fichier;GLASSDOOR
E3054_P2_196;type_du_fichier;AVIS-SOC
E3054_P2_196;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13796-AVIS-SOC-GLASSDOOR-E3054_P2.html
E3054_P2_196;taille_du_fichier;52
E1443740_P1_197;date_heure_recuperation;2023-12-13
E1443740_P1_197;nom_fichier;2023-12-13-10-13800-AVIS-SOC-GLASSDOOR-E1443740_P1.html
E1443740_P1_197;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1443740_P1_197;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1443740_P1_197;source_du_fichier;GLASSDOOR
E1443740_P1_197;type_du_fichier;AVIS-SOC
E1443740_P1_197;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13800-AVIS-SOC-GLASSDOOR-E1443740_P1.html
E1443740_P1_197;taille_du_fichier;55
E1443740_P2_198;date_heure_recuperation;2023-12-13
E1443740_P2_198;nom_fichier;2023-12-13-10-13800-AVIS-SOC-GLASSDOOR-E1443740_P2.html
E1443740_P2_198;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1443740_P2_198;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1443740_P2_198;source_du_fichier;GLASSDOOR
E1443740_P2_198;type_du_fichier;AVIS-SOC
E1443740_P2_198;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13800-AVIS-SOC-GLASSDOOR-E1443740_P2.html
E1443740_P2_198;taille_du_fichier;55
E736804_P1_199;date_heure_recuperation;2023-12-13
E736804_P1_199;nom_fichier;2023-12-13-10-13801-AVIS-SOC-GLASSDOOR-E736804_P1.html
E736804_P1_199;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E736804_P1_199;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E736804_P1_199;source_du_fichier;GLASSDOOR
E736804_P1_199;type_du_fichier;AVIS-SOC
E736804_P1_199;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13801-AVIS-SOC-GLASSDOOR-E736804_P1.html
E736804_P1_199;taille_du_fichier;54
E736804_P2_200;date_heure_recuperation;2023-12-13
E736804_P2_200;nom_fichier;2023-12-13-10-13801-AVIS-SOC-GLASSDOOR-E736804_P2.html
E736804_P2_200;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E736804_P2_200;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E736804_P2_200;source_du_fichier;GLASSDOOR
E736804_P2_200;type_du_fichier;AVIS-SOC
E736804_P2_200;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13801-AVIS-SOC-GLASSDOOR-E736804_P2.html
E736804_P2_200;taille_du_fichier;54
E3127620_P1_201;date_heure_recuperation;2023-12-13
E3127620_P1_201;nom_fichier;2023-12-13-10-13802-AVIS-SOC-GLASSDOOR-E3127620_P1.html
E3127620_P1_201;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E3127620_P1_201;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E3127620_P1_201;source_du_fichier;GLASSDOOR
E3127620_P1_201;type_du_fichier;AVIS-SOC
E3127620_P1_201;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13802-AVIS-SOC-GLASSDOOR-E3127620_P1.html
E3127620_P1_201;taille_du_fichier;55
E20114_P1_202;date_heure_recuperation;2023-12-13
E20114_P1_202;nom_fichier;2023-12-13-10-13803-AVIS-SOC-GLASSDOOR-E20114_P1.html
E20114_P1_202;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E20114_P1_202;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E20114_P1_202;source_du_fichier;GLASSDOOR
E20114_P1_202;type_du_fichier;AVIS-SOC
E20114_P1_202;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13803-AVIS-SOC-GLASSDOOR-E20114_P1.html
E20114_P1_202;taille_du_fichier;53
E20114_P2_203;date_heure_recuperation;2023-12-13
E20114_P2_203;nom_fichier;2023-12-13-10-13803-AVIS-SOC-GLASSDOOR-E20114_P2.html
E20114_P2_203;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E20114_P2_203;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E20114_P2_203;source_du_fichier;GLASSDOOR
E20114_P2_203;type_du_fichier;AVIS-SOC
E20114_P2_203;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13803-AVIS-SOC-GLASSDOOR-E20114_P2.html
E20114_P2_203;taille_du_fichier;53
E846722_P1_204;date_heure_recuperation;2023-12-13
E846722_P1_204;nom_fichier;2023-12-13-10-13805-AVIS-SOC-GLASSDOOR-E846722_P1.html
E846722_P1_204;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E846722_P1_204;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E846722_P1_204;source_du_fichier;GLASSDOOR
E846722_P1_204;type_du_fichier;AVIS-SOC
E846722_P1_204;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13805-AVIS-SOC-GLASSDOOR-E846722_P1.html
E846722_P1_204;taille_du_fichier;54
E2701639_P1_205;date_heure_recuperation;2023-12-13
E2701639_P1_205;nom_fichier;2023-12-13-10-13806-AVIS-SOC-GLASSDOOR-E2701639_P1.html
E2701639_P1_205;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E2701639_P1_205;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E2701639_P1_205;source_du_fichier;GLASSDOOR
E2701639_P1_205;type_du_fichier;AVIS-SOC
E2701639_P1_205;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13806-AVIS-SOC-GLASSDOOR-E2701639_P1.html
E2701639_P1_205;taille_du_fichier;55
E1260894_P1_206;date_heure_recuperation;2023-12-13
E1260894_P1_206;nom_fichier;2023-12-13-10-13807-AVIS-SOC-GLASSDOOR-E1260894_P1.html
E1260894_P1_206;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E1260894_P1_206;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E1260894_P1_206;source_du_fichier;GLASSDOOR
E1260894_P1_206;type_du_fichier;AVIS-SOC
E1260894_P1_206;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13807-AVIS-SOC-GLASSDOOR-E1260894_P1.html
E1260894_P1_206;taille_du_fichier;55
E413452_P1_207;date_heure_recuperation;2023-12-13
E413452_P1_207;nom_fichier;2023-12-13-10-13809-AVIS-SOC-GLASSDOOR-E413452_P1.html
E413452_P1_207;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E413452_P1_207;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E413452_P1_207;source_du_fichier;GLASSDOOR
E413452_P1_207;type_du_fichier;AVIS-SOC
E413452_P1_207;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13809-AVIS-SOC-GLASSDOOR-E413452_P1.html
E413452_P1_207;taille_du_fichier;54
E413452_P2_208;date_heure_recuperation;2023-12-13
E413452_P2_208;nom_fichier;2023-12-13-10-13809-AVIS-SOC-GLASSDOOR-E413452_P2.html
E413452_P2_208;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
E413452_P2_208;destination_du_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR\AVI
E413452_P2_208;source_du_fichier;GLASSDOOR
E413452_P2_208;type_du_fichier;AVIS-SOC
E413452_P2_208;lien_fichier;D:/TD_DATALAKE/DATALAKE/1_LANDING_ZONE//GLASSDOOR/AVI/2023-12-13-10-13809-AVIS-SOC-GLASSDOOR-E413452_P2.html
E413452_P2_208;taille_du_fichier;54
E12966_P1_209;date_heure_recuperation;2023-12-13
E12966_P1_209;nom_fichier;2023-12-13-10-13546-INFO-SOC-GLASSDOOR-E12966_P1.html
E12966_P1_209;provenance_du_fichier;D:/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/
